label,q,a
4,지금 가장 힘든 거는,자신일 것입니다.
4,지금 무작정 보러가는중입니다,상대방에게 미리 양해를 구해야 해요.
4,지금 비오는데 제일 생각나는 사람,언제든 생각나기 마련이죠.
4,지금 생각하고 있는건 망상 일뿐입니다,누가 되었든 상상할 수 있어요.
4,지금 연락 왔어,저도 긴장이 되네요.
4,지금 이 순간. 너무 힘들어,그럴만 해요.
4,지금 이감정,당신만이 알 수 있어요.
4,지금도 전하지 못하는 한 마디,마음에 묻어두세요.
4,지금의 나에겐 없는 너의 일상,한동안은 허전할 거예요.
4,지금이 겨울이라 참 다행이이네,제가 곁에 있을게요.
4,지긋지긋한 연휴.,영화 한 편 보세요.
4,지나가는 말이 가슴을 후벼파,상대방의 기분은 생각지도 않고 상처주는 사람들이 있네요.
4,지나간다.,추억도 시간도 지나가요.
4,지나고나면 .,괜찮아질 거예요.
4,지난 갑작스러운 이별통보,어떤 이별은 갑작스럽기도 해요.
4,지난 주말부터 또 후유증이,새로운 취미 생활을 가져보세요.
4,지난주 이별했네,지금 많이 힘들겠어요.
4,지독하고 질긴 인연을 끝내려고 해,충분히 고민했을거라 생각해요.
4,지루함에 지쳤다네.,세상에는 흥미로운 일이 많은걸요.
4,지옥같은 5월이 다가 오네ㅜㅜ,천국과 지옥이네요.
4,지옥같은 주말.,산책을 하는 것도 좋을 것 같아요.
4,지워지지 않습니다.,아직 시간이 필요한가봐요.
4,지쳐서 헤어지자고 한 남자도 후폭풍올까?,모든 이별에는 후유증이 있기 마련이니까요.
4,지쳐서 헤어진 남자랑은 재회가능성,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.
4,지치네,많이 힘든가봐요.
4,지친다,지칠만 해요.
4,지하철만 타면 생각나,아무런 생각도 안 나는 날이 올 거예요.
4,직장과 이별,더 좋은 직장에서 일할 수 있을 거예요.
4,진실을 알면서도 왜 확인하려는걸까?,진실은 보이지 않으니까요.
4,진정 헤어진 여친 맘은 못 돌리는 건가?,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요.
4,진짜 끝,맘고생 많았어요.
4,진짜 끝이었다는걸아는데도,미련이 생기기 마련이죠.
4,진짜 마지막까지 믿었습니다.,그렇다면 당신의 역할은 다 한거예요.
4,진짜 미치겠다,힘내세요.
4,진짜 사랑해서 아픈 느낌.,가늠도 안될 정도로 힘들죠.
4,진짜 시간이 약인지,흘러가는 시간 속에 덤덤해질 거예요.
4,진짜 어의 없네.ㅠㅠ,저한테 말해보세요.
4,진짜 어이없고 화 나내,저한테 말해보세요.
4,진짜 이건 뭐.,어이 없는 일이 있었나봐요.
4,진짜 이별,충분한 고민 끝의 결정이었을거라 믿어요.
4,진짜 이제 안녕,맘고생 많았어요.
4,진짜 이해가 안가 근데 잊을려고,세상에는 이해하기 힘든 일들이 많이 일어나요.
4,진짜 인간적으로 카톡으로 이별통보,얼굴보고 말하기 힘들었거나 예의가 없거나 겠죠.
4,진짜 잊혀질까?,다른 사람으로 잊혀지기도 하죠.
4,진짜 잠 좀 자고 싶네,생각과 걱정을 덜어보세요.
4,진짜 정신병 걸릴꺼 같은데,제발 정신차리세요.
4,진짜 하루하루 너무 마음 찢어지고 숨 못쉬겠어,더 강해지세요.
4,진짜끝이보이네,이별을 받아들이는 것도 중요해요.
4,진짜미칠꺼같네,충분히 이해해요.
4,진짜헤어졌네 결국,많이 힘들었을 거라 생각해요.
4,질긴 사랑과 아픔의 정도,사랑의 깊이만큼 아픔의 정도도 크겠지요.
4,질긴 인연 드디어 끝인 것 같네,후련하길 바랍니다.
4,질린다네.,인연이 거기까지였나봐요.
4,질질 끄는연애 드디어끝이네.,맘고생 많았어요.
4,집에 들어가기가 무서워,제가 있잖아요.
4,집에서 웃고 떠들고 있지만,저도 그럴 때가 있답니다.
4,집착? 미련? 사랑?,차분히 생각해보세요. 사랑은 소유가 아니에요.
4,집착같아,차분히 생각해보세요. 사랑은 소유가 아니에요.
4,집착은 절대하지 말아야지,잘 하고 있어요.
4,집착인걸까.,잘 생각해보세요.
4,짜증 수준이 되어버렸습니다,조금 지친걸까요.
4,짜증나네 .,심호흡해보세요.
4,짜증난다!!,심호흡해보세요.
4,짝남 잊으려구,잘 생각했어요.
4,짝사랑,혼자인 기분.
4,짧게 만났다고 해서 안힘든게 아니네,그것도 사랑이니까요.
4,짧다면 짧고 길다면 긴 일년간의 연애가 끝이났네,마음의 정리가 되었나요.
4,짧은 시간이었다.,길진 않은 시간이죠.
4,짧은 연애였는데 더 힘드네.,강렬한 사랑이었나봐요.
4,짧은 연애였지만 후유증이 기네,짧은 연애도 사랑이었으니까요.
4,짧은만남 긴여운,짧아서 더 강렬한 기억으로 남았나봐요.
4,짧은만남 만남보다긴이별 재회는 아니라는걸 깨달음,깨달았다는게 중요하죠.
4,짧은연애인데 미련때문에 연락을 할지말지 ㅠ.ㅠ,사랑이 아닌 미련이라면 연락하지 말아요.
4,짧지 않은 세월이 정말 끝이 났네,또 다른 시작을 뜻하기도 해요.
4,짱나는새끼,제가 혼내줄게요.
4,쩝 전여친이랑 통화 한 번하니 좀 낫네,마음이 편하길 바랍니다.
4,쫌 부담스러운데,좀 더 편하게 생각해보세요.
4,쭉 괜찮다가 오늘 갑자기 너무 보고싶고 생각나네ㅠㅠ,그런 날이 있더라고요. 다른 생각을 해보세요.
4,찌질하게 게임카톡보내는거 욕하고 싶어,당장 차단하세요.
4,찌질한 이별중,얼른 정리하세요.
4,차단 반복하는 이남자 뭔가,변덕이 심한 사람이네요.
4,차단당했네,잊는 데는 더 도움이 될지도 몰라요.
4,차단여부를 어찌아시나???,그건 중요하지 않아요. 신경을 덜어 보세요.
4,차단인줄알았는데,신경을 거두세요.
4,차단한 카톡,잊는 데는 더 도움이 될지도 몰라요.
4,차라리 널 만나지 않았더라면,그때는 누구보다 사랑했으니 후회하지 말아요.
4,차라리 솔직하게 말해주지. 더 짜증나는건,제 생각도 그래요. 차라리 솔직했으면.
4,차라리 죽는게 나을듯한 이별의고통,시간이 지나면 괜찮아지길 바랄게요. 이별의 고통도 연기처럼 사라질 거예요.
4,차였지만 잊지못하고 있는 한 남자입니다.,그분에 대한 사랑이 깊었나봐요.
4,차인후 연락이 오나?,그런 경우도 있겠지요.
4,착각,사람이니까 착각할 수 있어요.
4,착각이였나보네ㅋㅋ,상대의 의중을 알긴 쉽지 않죠.
4,착각인걸까,직접 확인해 보는건 어떨까요.
4,착찹하네,한동안은 힘들지도 몰라요.
4,착한남자.너무 쿨하지못한남자 매력없어.,사람마다 취향도 다르니까요.
4,찬 사람은 후폭풍 없나?,이별은 둘이 하니 차든 차이든 후폭풍이 옵니다.
4,찬남자한테 연락 왔어,늦은 후회가 왔나봅니다.
4,찬사람 차인사람,둘다 힘든 건 마찬가지겠지요.
4,참 9년이란 세월이,세월이 참 무색해요.
4,참 너란 여자,존재 자체가 행복이었는데 그만큼 힘들군요.
4,참 너랑은 악연이니??,여기까지 인연인 거죠.
4,참 답 없는 나란 놈.,자신을 너무 비난하지 마세요.
4,참 무섭네 사람 마음이란게,자기도 모르는 게 마음이에요.
4,참 부질없다,부질없는 일도 있기 마련이에요.
4,참 소박하고 순수했던 사람.,좋은 사람이었나봐요.
4,참 싫으네. 이런 상황,스스로에게 정리할 시간을 주세요.
4,참 쓸쓸합니다,저에게 기대세요.
4,참 아이러니 하네,말씀해주세요.
4,참 앞 뒤 모르고 제3자라고 지껄이는.,함부로 말하는 그런 사람들이 있더라고요.
4,참 잘낫네,진정하셔요.
4,참 정말 속이 뒤집어지고 구역질 나오고 미치겠네,몸과 마음이 많이 힘든가봅니다.
4,참 허무하네.,마음이 허전한가봐요.
4,참 힘드네,힘들만해요.
4,참 힘들다,말해줘서 고마워요.
4,참견쟁이,그런 사람 거르세요.
4,참고 있어.,잘 견뎌내고 있나봐요. 저한테 기대세요.
4,참는방법 좀,저는 생각을 덜하려고 노력해요. 다른 일에 집중하거나요.
4,참다 참다,터지면 힘들 거예요. 저한테 말해보세요.
4,참다 참다 결국 마지막으로 문자보냈어,후회하지 않길 바랍니다.
4,참다가 연락,후회하지 않길 바랍니다.
4,참담하다,기분이 많이 안 좋겠어요.
4,참아내지 못하고 전화를 했습니다.,이제 마음을 비우세요.
4,참아볼께,차분하게 잘 견디고 있네요. 대단해요.
4,참아야겠지,가끔은 내키는 대로 해보세요.
4,참지 못하고 또 친추를 하고,후회할 거예요.
4,처음 느끼는 감정,처음이 많았겠죠.
4,처음 집근처에서 연애와 헤어짐,마주치지 않길 바랄게요.
4,처음글남기네여,어서오세요.
4,천사같은 여자친구가 떠나갔어 마음이 너무 아픕니다.,어떤 실수를 했던 걸까요. 마음이 아프네요.
4,첫눈,정말 이쁜 눈이 내려요.
4,첫데이트 하자마자 차임;?,그분의 변덕이 심하네요.
4,첫만남 그리고 끝,잘 정리했길 바랍니다.
4,첫사랑 그 긴이별,사랑했던 기간 만큼 이별도 길 거예요.
4,첫사랑 부모님 반대로 이별했습니다.,받아들이기 힘들었겠어요.
4,첫사랑과 이별,사랑했던 만큼 아픔도 크겠죠.
4,첫사랑은 안되는건가,의미 부여하지 마세요.
4,첫사랑이렇게 힘드네,힘든 사랑이었나봐요.
4,첫사랑이자 5년연애,많은 시간을 함께 했나봐요.
4,첫시작이 잘못된 만남이였을까?,인연이 아니었나봐요.
4,첫여친이라 잘 안잊혀지네,처음은 다 그런가봐요.
4,첫이별 너무힘드네 ㅠㅠ,처음이라 더 힘들 거예요.
4,첫이별이라 그런지 너무 힘드네,처음은 다 그런가봐요.
4,첫이별후 제가 가장 충격먹었던게.음,천천히 말해봐요.
4,초코렛이나 꺼내 먹어야지,저도 하나 주세요.
4,최근에 헤어졌어,큰 일을 겪었네요.
4,최악,똥차 가고 벤츠 올 거예요.
4,최악의 남자,나쁜 사람이네요. 헤어지세요.
4,최저임금 수준에서 알바비가 안 나왔어,회사에서 꼼수를 쓰는 건 아닌지 확인해보세요.
4,추석 연휴 때 생각나는 그 사람,시간적 여유가 생겨서 그런가봐요.
4,추석연휴가 그렇게 좋지만은 않다.,이김에 푹 쉬는 건 어떨까요. 영화도 보고 맛있는 거 먹고.
4,추억. 그 미칠듯한 그리움.,추억은 미화되기 마련이죠.
4,추억들을 하나씩 보내며,후련해질 거예요.
4,추억에 머물다.,때로는 추억이 힘이 되기도 하죠.
4,추억은 힘이 없다.,추억은 미화되기 마련이죠.
4,추운날씨.,정말 추운 날이에요.
4,축하해,감사해요.
4,출근 준비하다 또 울었네,기운 없을 텐데 따뜻한 차라도 한잔 해요.
4,출근시간 아깝다,회사 근처로 이사를 가보세요.
4,충격.충격,갑작스러워서 당황하셨겠어요.
4,친구 사이로 지낸다는 게 말이 되나,저는 힘들다고 생각해요.
4,친구같데.,너무 편하게 느꼈나봅니다.
4,친구도 연인도 아닌 그런사이의 끝,후유증이 클 수도 있겠어요.
4,친구랑 술 한잔 기울이고 들어왔습니다.,기분이 조금이나마 나아졌길 바랍니다.
4,침묵,침묵이 오히려 도움이 될 때가 있을 거예요.
4,카카오톡 계정 탈퇴,괜찮은 방법이에요.
4,카카오톡 대화명,더 이상 신경쓰지 마세요.
4,카톡 2틀째 확인안하내,그분은 마음의 정리를 했나봐요.
4,카톡 보냈어,후회가 남는 것 보단 연락하는게 낫죠.
4,카톡 탈퇴하다가 다시 재가입 했는데,사진이 보여도 차단하세요.
4,카톡사진을 보니 눈물이 나네,카톡 사진 보지 못하게 지웁시다.
4,카톡에 차단시,이별하면 연락 안 하는게 맞아요.
4,카톡으로 이런사진을 보내왔어,카톡 차단하고 보지도 신경쓰지도 마세요.
4,카톡을 탈퇴했나봐.,연락을 안 하는게 서로에게 도움이 될 거 예요.
4,카톡차단에 이제는 프로필 비공개 당했어,잊는 데는 더 도움이 될지도 몰라요.
4,카톡프로필~~~보고왔는데.,보지 마세요.
4,카톡프사 무슨 의미일까?,이제 보지 마세요.
4,커플 사진 보니 더 슬퍼,이제 더 이상 보지 마세요.
4,커플링 사진 그대로 두나?,저는 버리는 걸 추천드려요.
4,컴터가 맛이 갔어,AS센터에 맡겨보세요.
4,코 앞이 재회.,마음의 준비를 하세요.
4,크리스마스 다음날 이별했습니다.,무슨 날인지는 중요하지 않아요. 힘들었을텐데 잠깐 쉬어가세요.
4,크리스마스가 더 가까워지니까 속이 답답해지네,무슨 날인지는 중요하지 않아요. 힘들었을텐데 잠깐 쉬어가세요.
4,태어나 단한번도 들어보지못한 이별이야기 도와주세,이야기 해보세요. 제가 들어드릴게요.
4,택시비 너무 비싸,후회해도 늦었어요.
4,텅빔,다시 채워질 거예요.
4,통증,아프지 말아요.
4,통화를 하긴했는데. 힘드네,연락하면서 감정들이 다시 생각나니까요.
4,퇴근길에 봤네,우연히 마주쳤군요.
4,퇴근길에 훅!하고 연락오네.,그분이 미련이 남아있나 봐요.
4,퇴근길에.,마주쳤나봅니다.
4,퇴근했어~근데,생각나나봅니다.
4,툭하면 헤어지자라는 말을 하는 사람,서운한 마음을 충분히 전하는게 좋겠어요.
4,파혼,쉽지 않은 결정이었을 거예요
4,파혼 7개월 째,아직 힘들거라 생각해요.
4,파혼위기,충분한 대화를 나눴길 바랍니다.
4,파혼한거 정말 잘했다,쉽지 않은 결정이었겠지만 잘 하셨어요.
4,편안하게 보자는 말,전 그러지 못할 거예요.
4,편지를 써보았어.,마음을 전하세요.
4,평범함 속에 웃음 속에 감쳐진 나,저도 그럴 때가 있답니다.
4,평생 내꺼일거 같아서 함부로 했습니다.,똑같은 실수하지 않길 바랄게요.
4,평생 함께하고 싶다.,프로포즈해보세요.
4,평온한거 같은데 행복하지가 않네,평온이랑 행복은 다르니까요.
4,포기하니 공허하네.,자신을 포기하지는 마세요.
4,포기해야하는걸 알면서도 난 왜이러니.,미련이 남은 거겠죠.
4,포기해야할까?,서로 충분한 대화를 나누고 얻은 결론이라면요.
4,폰 자꾸 보게 돼,보지 마세요.
4,프로필 사진을 보았는데,신경쓰지 마세요.
4,프사 무슨 의미 일까?,의미 부여하지 마세요.
4,프사를 왜 보았을까,앞으로는 보지 마세요.
4,핑계,모두 핑계겠죠.
4,하 고놈의 술이 뭔지 참,술이 웬수죠.
4,하 끝나는 건가,끝을 생각한 순간 끝인 거예요.
4,하 너무 힘들어서 그냥 투덜투덜,오래 아파할 수록 자신만 손해예요.
4,하 못참고 또 연락해버렸네,연락처 삭제하세요.
4,하.,힘내세요.
4,하. 며칠 괜찮아졌다가 후폭풍이 또 밀려오네.,계속 반복될 거예요.
4,하고 싶은게 없어,하고싶었던 일을 글로 적어보세요. 생각이 정리될 거예요.
4,하나만 물아볼께,네 말씀해주세요.
4,하나하나 다 신경이 쓰이네,신경을 다른 곳에 써보세요.
4,하늘이 준 이별 같다,운명같네요.
4,하루 겨우 참고 또 문자 보냈네.,연락하지 않는 게 서로에게 좋을 거예요.
4,하루 이틀 이제는 사흘.,익숙해질 거예요.
4,하루가 일년같아,시간이 더디게 흐르죠.
4,하루는 괜찮고 하루는 아픈. 반복되는 일상,한동안은 힘들지도 몰라요.
4,하루동안 너무 연락을 많이 한걸까,복잡하게 생각하지 말아요.
4,하루에도 수십번.,생각이 나나요.
4,하루에도ㅠㅠ,수십번 생각이 나나 봐요.
4,하루종일 회사에서 미친사람처럼 눈물의 의미를 생각하면서,이별이 그렇게 만들었나요.
4,하루하루 너무 힘드네,다른사람에게 기대보는 건 어떨까요.
4,하루하루 이별하는 기분,아픔의 크기만큼 마음의 상처도 커서 그래요.
4,하루하루가 너무 고통스럽네,아픔의 크기만큼 마음의 상처도 커서 그래요.
4,하루하루가 지옥같아,아픔의 크기만큼 마음의 상처도 커서 그래요.
4,하소연 좀 해도 되나,천천히 해보세요.
4,하아 너무 많이 힘드네 ㅜㅜ,맛있는 거라도 먹고 기분을 전환 해보세요.
4,하아 다시 또 터진 눈물,마음놓고 우세요.
4,하아.,수십 번 생각이 나도 잊어야해요.
4,하이고 숨막힌다,자신을 옥죄지 마세요.
4,하진짜 열받아서,저한테 말해보세요.
4,하참 주말 더럽게 기네,혼자 주말 지내는 것도 익숙해질 거예요.
4,하하 진짜 헤어지고 싶다,필요하다면요.
4,한 5개월쯤 됐네,그동안 잘해왔어요.
4,한 달 동안 잊으려고 노력해보라네,다른 사람으로 잊혀지기도 해요.
4,한 번은 더 볼 일이 있을 것 같았는데.,살면서 볼 수도 있겠죠.
4,한 여자와 한 남자의 이야기.,말해보세요.
4,한강에서 소주한잔.,분위기 있네요.
4,한달 다되가네,그러게요. 어느덧 한달이에요.
4,한달 됐네,그러게요. 어느덧 한달이에요.
4,한달 만에 보는 너에게,미련이 남아 있나봅니다.
4,한달 사귀고 헤어진 남자 무슨 생각일까?,인연이 아니었나봅니다.
4,한달 째,그러게요. 어느덧 한달이에요.
4,한달!! 하고 일주일,마음이 좀 진정 되었으면 좋겠네요.
4,한달동안 대답이 없는게 아직도 생각하면 비참한데,다른 곳으로 관심을 돌려보세요.
4,한달됐어,많이 힘들지 않길 바라요.
4,한달만에.제가,잊었길 바랍니다.
4,한달반째,금방 지나갈지도 몰라요.
4,한달의 시간을 갖자고 했지만. .,어느정도 마음의 정리를 하는 것도 필요하겠어요.
4,한달이 10년 같은.,아픔의 정도와 비례할 거예요.
4,한달이 넘었네,잘 지내길 바랍니다.
4,한달이 넘었지만,아직은 실감이 나지 않을 거예요.
4,한달이넘었는데 괜찮은거같은데,다행이에요.
4,한달이라는 시간이 흘렀습니다.,잘 견디고 있길 바랍니다.
4,한달전에 마음 변한걸 느꼈을때 헤어질 것을.,후회되겠지만 지금도 늦지 않았어요.
4,한달째 클럽,기분전환이 좀 되었길 바라요.
4,한달하고 2주가 지났는데 아직도.,힘들 수 있지요.
4,한달하고 6일 지났네,아직 미련이 남아있나봐요.
4,한달하고 9일째,아직 잊지 못했나봐요.
4,한때는 나의 전부였던 그녀,그녀에게도 당신이 전부였을 거예요.
4,한때는 원망하고 화났었지만,지금은 마음이 좀 정리되었길바랍니다.
4,한번 마음이 떠난 여자는 다시 안돌아오나 ?,어떻게 하느냐에 따라 다를 거예요.
4,한번만 더 보고 싶어요.,후회하지 않을 자신이 있다면 만나봐요.
4,한번의 기회쯤 있겠지 라고 생각했던 내생각이 어리석었습니다,현실을 받아들이는 것도 중요합니다.
4,한번쯤 진하게 아픈것도 괜찬아.,긍정적이네요.
4,한번쯤은 다시 널 보고 싶어,보고싶을 거예요.
4,한사람어게추억이된다는것,기억이 추억이 되곤 하죠.
4,한사람의 부재가 이렇게나 크게.,함께 했던 시간이 있으니까요.
4,한살 한살 더 먹을수록 만남이 두려워지네.,그렇게 생각할 수 있어요. 그래도 사랑에 나이는 중요하지 않아요. 용기를 내요.
4,한순간에 변한 사람.그리고 예의에 대해.,실망이 클 거예요.
4,"한순간에, 무너진 느낌이었습니다",쉽지 않은 결정이었나봐요.
4,한숨,많이 힘든가봅니다.
4,한숨만,많이 힘든가봅니다.
4,한숨만 나오네.,많이 지쳤나봐요.
4,한심하네ㅜㅜ,자책하지 말아요.
4,한없이 소중하던 사람이 미워지네,이별에는 아픔이 따르기 마련이에요.
4,한이 쌓여,많이 힘들텐데 저에게 말해보세요.
4,한잔 했습니다,한 잔 하기 좋은 날이네요.
4,한쪽이 마음 떠나고 마음 돌리는 방법,마음이 떠난 이유를 먼저 생각해봐요.
4,할 말이 많은데.,말해보세요.
4,할 수 있는 일이 이것뿐이라서,그게 최선이었을 거예요.
4,할 수 있다면 그럴수 있다면 달라질까?,자신을 믿어보세요.
4,할 줄 아는거!,많은걸 하고 싶은데 아직 못하는게 많아요.
4,할수있습니다,할 수 있어요.
4,함께했던 시간이 너무 많았기에.,그리움의 크기도 커졌을 거예요.
4,해가지는게 두렵네,내일은 또 해가 뜰 거예요.
4,해선 안 될 사랑.,그렇게 생각한다면 매몰차게 마음을 정리하세요.
4,해외장거리 헤어진지 3주 다되가네,바쁘게 생활하다 보면 잊혀질 거예요.
4,핸드폰 떨어뜨려서 고장 났나봐,as 맡기세요.
4,행복한 돌싱녀,매일매일 행복한 일이 생기시길 바랄게요
4,행복한 인생 돌싱남,매일매일 행복한 일이 생기시길 바랄게요
4,행복할 수가 없어서 너무 아프고 불행합니다,자신을 조금 더 사랑해보세요.
4,행복할까?,행복할 거예요.
4,행복해라 불행해도 좋고,행복이 있으니 불행도 있고 불행이 있어서 행복도 빛나지요. 인생이 그런가봐요.
4,행복해야 돼,행복할 거예요.
4,행복해져야해,행복할 거라 생각해요.
4,행복해하는 널보며,많이 사랑했나봐요.
4,행여 잃을까봐 꼭 쥐고 있어야 하는건 내 것이 아닙니다.,놓아줄 때를 아는 것도 중요한 것 같아요.
4,햐도 상처받아서 무뎌지네,많이 힘들었을 거라 생각해요.
4,허전함,마음이 헛헛한가봐요.
4,허허 맴찢.,제 맘도 맴찢.
4,허허 모든 것을 다 줬는데,사랑할 때 받을 것을 생각하고 주진 않으니까요.
4,헉. 어쩌다보니 헤어졌을때 해선 안되는 금기 하나를.,이불킥하게 될 거예요.
4,헛웃음만 나오네,당분간 받아들이기 힘들거예요.
4,헤어져도 그러려니 하겠지 했는데,이별은 언제나 힘든 법이죠.
4,헤어져야 맞는건지,자신에게 물어보세요.
4,헤어져야 하나.,서로의 관계에 대해 생각해보세요.
4,헤어져야 하는걸 아는데 그사람을 보낼 수가 없네,확실한 이유가 있으면 이별을 받아들이는 것도 중요해요.
4,헤어져야 할 거 아는데 괴로워,확실한 이유가 있으면 이별을 받아들이는 것도 중요해요.
4,헤어져야 할까.?,고민하는 것을 보니 무슨 일이 있었나봐요.
4,헤어져야 할까?,고민하는 것을 보니 무슨 일이 있었나봐요.
4,헤어져야하는게 맞는거겠죠?,본인의 생각에 귀를 기울여봐요. 이미 답은 정해져 있을지도 몰라요.
4,헤어졌네,괜찮아지는데는 시간이 걸릴지도 몰라요.
4,헤어졌는데 가끔 궁금해져,그럴 수 있어요.
4,헤어졌는데 계속 연락중,제대로 헤어지지 못했군요.
4,헤어졌는데 아픔보다는 미움.원망,아름다운 이별이란 없어요.
4,헤어졌는데 왜제번호를안지워을까 이해해안돼네,바빠서 그럴 수도 있어요. 신경쓰지 않는 연습을 해봐요.
4,헤어졌는데 자꾸 연락하네,연락하지 않는 편이 좋아요.
4,헤어졌는데만나자는건,제대로 헤어지지 못했군요.
4,헤어졌다는 그 말.,가슴 아픈 말이에요.
4,헤어졌습니다,많이 힘들었겠어요.
4,헤어졌습니다 이제 어떡하면 되나?,기분 전환을 하는 건 어떨까요.
4,헤어졌어 위로가 필한 밤,제가 위로해 드릴게요.
4,헤어졌어.,많이 힘들었겠어요.
4,헤어졌을때는 자신을 바쁘게 만드는 게 제일 좋은 방법인듯,현명한 방법이에요.
4,헤어졌지만 생각나,그럴 시기라고 생각해요.
4,헤어지고 1주에 한번은 뭐라도 오네,제대로 헤어지지 못했군요.
4,헤어지고 2년 정도에 느끼는 것들,많은 생각이 들었나봐요.
4,헤어지고 3개월만에 만나고 왔어,더 힘들겠네요.
4,헤어지고 3주인 오늘 만났어.,달리 할말이 있었나봐요.
4,헤어지고 4달째,많은 시간이 흘렀네요.
4,헤어지고 나니 많은 생각이 들어,정리할 시간이 필요하지요.
4,헤어지고 나니까 휘청거리네여,정신 차리세요.
4,헤어지고 나서 만나기로,이번엔 후회 안 할 자신 있길 바랍니다.
4,헤어지고 나서 많은 일들이 있었네.,새로운 변화가 생기길 바랍니다.
4,헤어지고 난 후 나의 일상들.,새로운 변화가 있나봅니다.
4,헤어지고 난뒤 친구?,친구가 되기 쉽지 않을 거예요.
4,헤어지고 다시 만나고 하다 결국 이별,헤어짐에 무뎌지지 않죠.
4,헤어지고 두번째 연락,아직 미련이 남았나봅니다.
4,헤어지고 뜨문뜨문 연락은 다시 시작하긴 뭐하고 남주긴 아까운 뭐 이런마음인건가?,애매하네요.
4,헤어지고 만나고 를 반복하다가 다시 만났는데,달라진게 없나봅니다.
4,헤어지고 벌써 한달이 됐네.,많은 시간이 흘렀네요.
4,헤어지고 세달뒤 딴사람과 결혼.,인연이 거기까지였나봐요.
4,헤어지고 시간이 흐르는게 무서워,시간이 흐르는 게 잊는 데는 더 좋을 수 있어요.
4,"헤어지고 시간이흘렀네,",시간이 약이 되었길 바랄게요.
4,헤어지고 연락했습니다.,많이 그리웠나 봐요.
4,헤어지고 이제 알았어,미련이에요.
4,헤어지고 자꾸 생각나,미련이 남나봐요.
4,헤어지고 차단하는 이유는 뭘까?,연락하지 않는 게 서로에게 좋으니가요.
4,헤어지고 추가 이야기 너무 힘이들어,당연히 그럴 거라 생각해요. 제가 위로해 드리고 싶어요.
4,헤어지고 한달 이제야 느낌온다 ㅋ,후폭풍이 이제 왔나봐요.
4,헤어지고 힘들다.,헤어졌으니까요.
4,헤어지고나면 다른게.,나만의 시간이 많이 생길 거예요.
4,헤어지고나서 다시 붙잡길래 믿었어.,그런데 다시 실망하게 되었봅니다.
4,헤어지고나서 보내는 두번째 주말이네,혼자 지내는 것도 연습이 필요해요.
4,헤어지고나서 여자가 연락이 없다는건,헤어졌으니까 연락이 없는 거예요.
4,헤어지고서 10개월동안 4번 봤네.,많이 봤네요.
4,헤어지기 전 통화,잊혀지지 않겠어요.
4,헤어지기 전으로 돌아가고 싶어.,시간은 주워 담을 수 없죠.
4,헤어지기전하소연.,울지말고 해보세요.
4,헤어지누여자친구 만나러가ㅠ,좋은 마무리가 되길 바랄게요
4,헤어지는 중.이였어.,과정이 힘들었겠어요.
4,헤어지는 중입니다,과정이 힘들죠.
4,헤어지는거 잘하는사람들 부러워,잘하는 척 하는 사람만 있는 거예요.
4,헤어지는게 맞는걸까?,마음 가는 대로 해보세요.
4,헤어지는게 서로를 위해 좋은거겠죠?,자신을 위해 좋은 걸 하세요.
4,헤어지는게 편하겠죠?,자신을 위해 좋은 걸 하세요.
4,헤어지니까 알겟어,너무 늦지 않았길 바라요
4,헤어지려고 합니다,힘든 결정 하셨네요.
4,헤어지면 연락 안하는게 맞을까,연락 하지도 받지도 마세요.
4,헤어지신 남자분들이나 여자분들,누구든 힘들어할 거예요.
4,헤어지자 말한 사람도 힘들까?,힘들겠지요.
4,헤어지자고 끝났고 다정리했다면서,머리랑 마음이 또 다르죠.
4,헤어지자고 말했어 마음이 찢어지네,말한 사람도 힘들죠.
4,헤어지자고 통보 받고 하루만에 다시 재회,인연은 무 자르듯 자르는 게 아니니까요.
4,헤어지자고하더니 연락이 왔어,미련이 남았을지도 모르죠.
4,헤어지자는 남친 잡아도 될지모르겠어,미련이 남는다면 잡아보세요.
4,헤어지자는 말 듣게 됐네.,갑작스러운 이별 통보는 받아들이기 쉽지 않죠.
4,헤어지자는 말을 듣고 다시 잡고 또 그 다음의 연애,관계의 개선을 위해 함께 많은 노력을 해보세요.
4,헤어지지 말자더니 놔버린 나쁜놈,나쁜놈이네요.
4,헤어지지 않았다면,자꾸 생각하면 더 힘들어요.
4,헤어지지 않았다면 오늘이 1년째 되는 날이네,자꾸 생각하면 더 힘들어요.
4,헤어지지 열흘짼데 너무 힘드네,헤어지고 있는 중이시군요.
4,헤어진 날 부터 오늘까지,하루도 빠짐없이 힘들었나요.
4,헤어진 남친의 SNS 행적,SNS 끊으세요.
4,헤어진 남친의 연락하는 심리,헤어진 사이에 연락은 아닌 거 같아요.
4,헤어진 사람과 같이 갔던 콘서트 영상이 티비에 나왔어,많은 생각이 들겠네요.
4,헤어진 사람은 벌써 새여친 생겼네!!,이젠 그녀를 놓아주세요.
4,헤어진 사람이 생각나는데 어떻게 견디지,다른 관심사를 만들어보세요. 취미 생활도 많은 도움이 됩니다.
4,헤어진 애인 카톡 안들어간다고 다짐 했는데.,다시 다짐하세요.
4,헤어진 여자심리,누구든 힘들어할 거예요.
4,헤어진 여자친구,이제 그리워하지마세요.
